slug,description
8-7-inch-divine-brass-saraswati-maa-idol-goddess-statue,"Item Name : 8.7 Inch Divine Brass Saraswati Maa Idol | Goddess Statue Material : The Saraswati Mata Murti is made from High-Quality Brass Material Size/Dimension : Height: 22 cm , Length : 12 cm Weight : 2670 Grams (approx) About Product : Elevate your spiritual space with our finely crafted brass Saraswati Maa idol. Symbolizing wisdom and creativity, this exquisite piece radiates divine grace and inspires artistic expression. Perfect for devotees seeking enlightenment and blessings in their daily lives. Saraswati Maa | Saraswati Mata | Saraswati Maa Brass Idol | Saraswati Idol | Saraswati Maa Murti | Brass Saraswati Maa Idol Brass Saraswati Mata Statue | Handmade Brass Saraswati Mata Statue | Brass Saraswati Mata Idol for Temple Decor | Best Gift for Housewarming | Antique Finish Brass Idol | Exclusive Brass Saraswati Mata Idol | Divine Saraswati statue | Goddess Saraswati home decor | Brass goddess Saraswati"
8-7-inch-elegant-antique-brass-ram-with-bow-statue,"About the Product: 8.7 Inch Elegant Antique Brass Ram with Bow Statue Material: The Lord Ram Idol is made from Pure Brass Virgin Material. Size/Dimension : Height: 22 cm, Length: 9.5 cm. Weight: 1720 grams About Product: The 8.7 Inch Elegant Antique Brass Ram with Bow Statue is a beautifully crafted piece that exudes strength, power, and grace. The statue features a detailed ram, poised with a bow, symbolizing courage, protection, and determination. Made from high-quality antique brass, it boasts an intricate design that brings out the elegance and majesty of the ram in a timeless style. This statue serves as a powerful symbol of resilience and valor, making it a perfect addition to your home, office, or spiritual space. Its antique finish adds a touch of vintage charm, enhancing any decor with its bold yet sophisticated presence. Whether as a decorative piece or a reminder of strength, this statue is sure to capture attention and admiration. Lord Ram Idol with Bow | Shri Ram Brass Idol | Antique Brass Ram with Bow | Handmade Brass Ram Idol with Bow | Brass Ram Idol | Exclusive Brass Idol | Best Gift Item for Housewarming | Primeum Brass Idol |"
8-7-inch-exquisite-pure-brass-goddess-lakshmi-with-prabhaval-idol,"Item Name: 8.7 Inch Exquisite Pure Brass Goddess Lakshmi with Prabhaval Idol Material: The Laxmi Murti is made from High-Quality Brass Material Size/ Dimension: Height: 22 cm, Length: 17 cm. Weight: 2025 Grams (Approx) About Product: The 8.7 Inch Exquisite Pure Brass Goddess Lakshmi with Prabhaval Idol is a stunning representation of the Goddess of Wealth, Prosperity, and Abundance. Crafted with exceptional attention to detail, this idol is made from high-quality pure brass and features a beautiful prabhaval (halo) around Goddess Lakshmi, symbolizing her divine radiance. The idol captures the serene and graceful posture of Goddess Lakshmi , making it an ideal centerpiece for your home temple or puja room . This divine statue radiates positivity, bringing blessings of prosperity , wealth , and good fortune into your home. The superfine craftsmanship ensures that every curve and detail is intricately designed, making it a timeless addition to any sacred space. Perfect for spiritual worship , this Goddess Lakshmi idol also serves as a meaningful gift for those seeking blessings of abundance and prosperity. Brass Lakshmi Idol | Brass Lakshmi statue with Prabhaval | Lakshmi with Prabhaval | Puja Room Decor | Handmade Lakshmi Idol | Antique Finish Brass Idol | Brass Idol | Lakshmi With Prabhaval arch Idol |"
8-7-inch-goddess-saraswati-mata-idol,"Item Name : 8.7 Inch Goddess Saraswati Mata Idol Material : The Saraswati Mata Murti is made from High-Quality Brass Material Size/Dimension : Height: 22 cm , Length : 12 cm Weight : 2640 Grams (approx) About Product : Elevate your spiritual space with our finely crafted brass Saraswati Maa idol. Symbolizing wisdom and creativity, this exquisite piece radiates divine grace and inspires artistic expression. Perfect for devotees seeking enlightenment and blessings in their daily lives. Saraswati Maa | Saraswati Mata | Saraswati Maa Brass Idol | Saraswati Idol | Saraswati Maa Murti | Brass Saraswati Maa Idol Brass Saraswati Mata Statue | Handmade Brass Saraswati Mata Statue | Brass Saraswati Mata Idol for Temple Decor | Best Gift for Housewarming | Antique Finish Brass Idol | Exclusive Brass Saraswati Mata Idol | Divine Saraswati statue | Goddess Saraswati home decor | Brass goddess Saraswati"
8-7-inch-timeless-brass-lakshmi-ganesha-idol,"Item Name: 8.7 Inch Timeless Brass Lakshmi Ganesha Idol Material: The Laxmi Ganesh Murti is made from High-Quality Brass Material Size/ Dimension: Ganesh - Height: 22 cm, Length: 11 cm, Weight: 1700 Grams Laxmi - Height: 22 cm, Length: 11 cm, Weight: 1590 Grams Weight: (Both Idols) - 3290 Grams (Approx) About Product: The 8.7-inch Timeless Brass Lakshmi Ganesha Idol is a beautifully crafted piece that symbolizes both prosperity and wisdom. This intricately designed idol features Goddess Lakshmi, the deity of wealth and abundance, and Lord Ganesha, the remover of obstacles and the god of new beginnings. Made from high-quality brass, the idol exudes a timeless elegance with its smooth, polished finish. The 8.7-inch height makes it a perfect size for home or office displays, adding a divine touch to any space. Whether placed in a prayer room, living room, or on a decorative shelf, this idol brings a sense of positivity, good fortune, and spiritual harmony. Its traditional design and durable material make it not only a spiritual asset but also a lasting decorative piece for years to come. Puja Room Decor | Brass Gift Item for Housewarming | Premium Brass Idols for Sale | Handmade Brass Lakshmi Ganesha Idol | Antique Finish Lakshmi Ganesha Pair Statue | Exclusive Brass Idol | Brass Idol | Lakshmi Ganesha for Home Temple Decor |"
8-7-inch-vibrant-colored-brass-ganesh-statue,"Product Name : 8.7 Inch Vibrant Colored Brass Ganesh Statue Material: The Vinayak Idol is made from Pure Brass Virgin Material. Size/Dimension : Length: 16 cm, Width: 14 cm, Height: 22.3 cm, Weight: 4020 Grams About Product: Enhance your home with the vibrant charm of this Colored Brass Ganesh Statue , a perfect fusion of tradition and artistry. Crafted from high-quality brass and adorned with vivid hand-painted colors, this exquisite idol beautifully represents Lord Ganesha, the remover of obstacles and symbol of prosperity. Ideal for home temples, festive décor, or as a thoughtful gift for special occasions, this statue adds a divine touch to any space. Its intricate craftsmanship and rich, durable colors make it a captivating centerpiece for worship or decoration, inviting blessings, positivity, and elegance into your home. Puja Room Decor | Brass Gift Item for Housewarming | Premium Brass Idols for Sale | Handmade Brass Ganesh Idol | Antique Finish Ganesh Statue | Exclusive Brass Idol | Brass Idol | Ganesh Statue for Temple | Brass Ganesh Statue |"
8-8-inch-brass-ganesh-with-bell-and-diya-wall-hanging,"Item Name : 8.8 Inch Brass Ganesh With Bell And Diya Wall Hanging Material: Dancing Ganesha Panchmukhi Hanging Diya is made from high-quality and Virgin Brass Material. Size/ Dimension: Height: 22.5 cm, Length: 11 cm, Weight: 647 Grams. About the Product: Satvik Stores Presents Brass Ganesh With Bell And Diya Wall Hanging. Any festive occasion will be made wonderfully auspicious by the grace and beauty of the Ganesh With Bell And Diya Wall Hanging . Given that it was made by hand, the piece's abnormalities and flaws only serve to enhance Diya's allure and charisma. Brass, an auspicious and sacred metal that is traditionally used in all Hindu prayers, is utilized to manufacture the Diya. We give a precious enhancement to your favorite temple that you and your loved ones will adore. Our Ganesh With Bell And Diya Wall Hanging strikes the ideal balance between elegance and beauty, grace and functionality, and modern and traditional design elements. Brass Ganesh Wall Hanging | Ganesha Wall Decor | Ganesh Hanging Diya Bell | Brass Ganesh with Diya wall Hanging | Puja Room Decor | Handmade Brass Diya Wall Hanging | Antique Finish Wall Hanging | Ex clusive Brass Ganesh wall Hanging |"
8-9-inch-brass-hanuman-sculpture,"About the Product: 8.9 Inch Brass Hanuman Sculpture Material: The Hanuman Idol is made from Pure Brass Virgin Material. Size/Dimension : Height: 22.5 cm, Length: 15 cm. Weight: 2470 grams About Product: The ""8.9 Inch Brass Hanuman Sculpture"" is a beautifully crafted representation of Lord Hanuman, the revered deity of strength, devotion, and protection. Made from high-quality brass, this statue stands at 8.9 inches tall and features intricate detailing that highlights Hanuman’s dynamic posture, muscular form, and serene face. Known for his courage and loyalty, the sculpture serves as a powerful reminder of divine strength and unwavering faith. Brass Hanuman Idol | Brass Sitting Hanuman Statue | Brass Idol | Brass Hanuman Idol For Temple Decor | Puja Room Decor | Exclusive Brass Idol | Antique Finish Brass Idol | Brass Bajranbali Statue | Bajranbali Statue |"
8-9-inch-handcrafted-brass-buddha-statue-for-spiritual-home-enhancement,"About the Product: 8.9 Inch Handcrafted Brass Buddha Statue for Spiritual Home Enhancement Material: The Meditation Buddha Idol is made from Pure Brass Virgin Material. Size/Dimension : Height: 22.5 cm, Length: 17.5 cm, Width: 9 cm Weight: 2370 grams About Product: Elevate your living space with this beautifully crafted Brass Buddha statue, a timeless symbol of peace, wisdom, and spiritual serenity. Expertly designed with intricate details, this elegant piece serves as both a stunning decor item and a reminder of mindfulness and tranquility. Ideal for home, office, or meditation spaces, the Brass Buddha showpiece brings a calming presence and promotes a sense of balance and harmony. Its rich, golden hue and graceful design make it a versatile addition to any interior style, from traditional to modern. Whether as a gift for loved ones or a personal treasure, this Brass Buddha statue is a perfect way to invite positive energy, inner peace, and prosperity into your home. Brass Buddha statue | Buddha Idol for Home | Meditating Brass Buddha | Handcrafted Buddha Statue | Brass Idol | Antique Finish Brass Buddha Statue | Brass Sitting Buddha Statue |"
8-inch-brass-lord-ganesh-sitting-on-a-elephant-riding-with-riddhi-and-siddhi,"Product Name : Brass Lord Ganesh Sitting On A Elephant Riding With Riddhi And Siddhi Material: This Idol is made from Pure Brass Virgin Material. Size/Dimension : Length: 24cm, Height: 20.5cm Weight: 3520 Grams About the Product: Lord Ganesha is shown here riding an elephant in a distinctive way. He appears riding an elephant beside Riddhi Siddhi. Artists have meticulously decorated the elegant elephant. Vahana, or the mouse, is Along with sitting over the trunk, and Lord Ganesha rides with the group. Before beginning any project, prayers are made to Lord Ganesha, also known as the god of wisdom and the remover of obstacles. The article can be positioned above a corner table or in another eye-catching location in the home's living room. As a fantastic present, it can also be given on birthdays, anniversaries, and other special events. One of the best brasses from Kumbakonam, Tamil Nadu, was used to create the metal sculpture. It retains its luster and color for many years, and it is simple to clean with just a cotton rag. It is a creation of KalaKrithi, a well-known brand in the manufacture of brass sculptures in India, and is made available on our website for the lowest price. Puja Room Decor | Brass Gift Item for Housewarming | Premium Brass Idols for Sale | Handmade Brass Ganesh Sitting on Elephant Idol | Antique Finish Ganesh Statue | Exclusive Brass Idol | Brass Idol | Brass Ganesh Sitting on Elephhant with Riddhi Siddhi Idol |"
8-inch-brass-peacock-kerala-diya,"Item Name: 21.5 cm Peacock Single Step Diya Dimensions: Height - 21.5 cm and Length: 9 cm Material: Made from Virgin Quality Brass Material Which makes this Diya Durable, Sturdy, and Long Lasting. Weight: 230-240 Grams (Each) About Product: Bring warmth and spiritual elegance to your pooja rituals with the 8 Inch Brass Peacock Kerala Diya . Crafted from superior virgin quality brass, this diya features an intricate peacock motif that symbolizes beauty, prosperity, and divine grace. Standing at 8 inches tall, it offers a larger, more prominent presence, making it ideal for pooja ceremonies, temple offerings, and spiritual gatherings. Designed for durability and long-lasting use, this diya will remain a cherished part of your sacred space for years. A perfect blend of tradition, artistry, and functionality, it illuminates your spiritual moments with a divine glow. 8 Inch Brass Peacock Kerala Diya | Brass Peacock Diya | Kerala Pooja Lamp | Brass Deepam | Traditional Brass Diya | Spiritual Brass Lamp | Pooja Diya | Kerala Temple Lamp | Handcrafted Brass Diya | Brass Oil Lamp | Peacock Design Diya | Indian Ritual Lamp"
8-inch-brass-pooja-ghanta-traditional-mandir-bell,"Item Name: 8 Inch Brass Pooja Ghanta – Traditional Mandir Bell Material : Made from High Quality Brass that makes is Durable and Sturdy and Rust-Resistant. Dimensions: Height - 20.3 cm, Length - 13.9 cm, Weight - 2025 grams (Approx) About the Product: This Brass Ghanta (Temple Bell) is a must-have accessory for any home temple , mandir , or pooja ghar . Handcrafted from high-quality brass, this large mandir bell creates a rich, resonant sound that purifies the environment and enhances the spiritual ambiance during daily puja rituals , aartis , and festivals like Diwali and Navratri . Also known as a pooja bell , this piece is traditionally used to invoke divine presence and drive away negative energy. Whether used in home shrines , ashrams , or temples , this brass pooja ghanta stands out with its solid build, elegant shine, and traditional design. This big bell for the mandir is both a spiritual tool and a stunning decorative piece, making it an excellent option for housewarming gifts , festival gifting , or personal devotional use. Bring home this sacred symbol to invite peace, positivity, and divine blessings into your space. Brass Puja Bell | Brass Bell | Antique Finish Brass Bell | Hanging Temple Bell | Handcrafted Brass Pooja Bell | Exclusive Brass Bell | Brass Pooja Ghanta | 8 Inch Brass Pooja Bell | Traditional Mandir Ghanta | Brass Temple Bell | Heavy Brass Pooja Ghanta | Hanging Mandir Bell | Indian Prayer Bell | Pure Brass Devotional Bell | Brass Ghanti for Temple | Spiritual Brass Bell |"
